Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
17.7,46.2,20.1,34.3,31.5,13.3,1.34,15.2,298,Moderate
25.5,37.5,7.9,16.4,24.3,15.4,0.95,6.6,309,Good
26.8,45.9,24.2,32.8,11.1,14.1,0.72,0.5,334,Moderate
33.9,60,29.7,32.4,49.2,27.2,1.43,20.7,345,Good
17.7,62.6,63.9,67.2,24.6,22.1,0.65,1.4,292,Good
23.1,55.9,34,40.1,30.9,16.8,0.57,5.8,314,Good
23,56,62.2,67,18.2,18.9,1.29,2,314,Poor
33.2,55.9,18.6,21.7,31.2,9.2,0.56,10.5,280,Hazardous
19.6,90.3,18.9,31.4,3.8,16.9,1.41,0.2,291,Good
27.9,68.1,11.6,25.8,13.6,5.3,0.83,14.5,277,Good
24.5,78.5,26.4,47.1,3.7,13.2,0.59,1.3,282,Poor
25.1,70.9,11.7,9.8,43.8,22.8,0.99,11.4,319,Poor
28.8,64.2,11.1,23.4,29.7,7.3,0.8,4.4,302,Hazardous
19.8,51.4,108.4,119.5,17,12.2,1.3,0.1,310,Good
31,48.4,7.2,17.2,45.7,20.7,0.81,7.9,303,Moderate
22.1,61,16.8,22.4,43.3,26.8,1.34,17.8,280,Moderate
32.2,66.8,117.4,130.9,33.1,17.3,0.79,4.4,319,Poor
21.7,69.8,86.8,100.1,4.2,18.7,1.01,4,280,Poor
30.7,43.7,23.1,27.8,10.8,9.5,0.88,8.3,326,Moderate
31.5,77.9,59.1,66.3,39,12.6,1.2,1.2,305,Hazardous
14.8,71.7,26.8,38.8,32.1,16.9,0.82,5.5,292,Poor
25.2,53.3,100.2,110.1,11.7,5.4,1.3,1,296,Hazardous
28.7,34,25.4,42.9,3.8,12.1,1.37,0.3,247,Good
31.3,27.4,10.5,22.8,18.7,17.4,0.69,7,314,Good
23.8,21.3,19.1,36.8,34.9,29.9,0.45,10.6,272,Good
28.9,55.7,15.8,22,22.4,22.1,1,21.8,303,Good
23.2,75.3,1.7,15.9,11.4,7.7,1.24,13.3,276,Good
23.8,52.3,5.7,4.2,33.4,11.4,1.36,13.6,308,Hazardous
28.8,67.8,2.4,17.1,38,11.7,0.93,2.9,293,Good
29.3,65.4,2.4,17,26.5,13.8,1.1,0.6,309,Good
21.5,71.5,31.9,45,15,18.2,1.12,8.7,299,Good
19,68.9,40.1,38.3,19.9,18,0.24,1.4,329,Good
24,62.4,11.6,35.5,7.2,7.6,0.53,0.2,328,Moderate
26.1,72.4,14.6,19.8,29.9,3,1.15,5.1,292,Moderate
20.8,34.2,111,118.4,20.4,17.6,1.08,1.5,286,Good
30.4,73,15.9,26.1,22,17.1,1.01,2.1,283,Moderate
27.5,64,9.5,23.2,17.1,8.6,0.85,0.8,314,Good
32.9,76.8,7.4,23.8,11,27,0.73,3.1,290,Poor
23,64.7,22.2,29.7,22.9,6.8,0.62,15.6,301,Good
32.6,76.9,13.5,19.3,4.4,18.3,0.91,2.4,275,Moderate
24,45.7,26,39.4,19.2,0,0.83,8.6,303,Poor
24.8,48.1,19.9,25.1,18.8,10.6,0.92,1,296,Good
25.7,67.1,9.8,14.1,-4.5,19,1.5,0.1,280,Poor
26.5,89.9,19.6,28.4,18.5,31.1,0.64,9.3,313,Good
24.2,54.2,13.6,17.3,12.2,11.7,1.09,4.2,302,Good
25.8,70.8,2.8,12,21.2,21.3,0.47,0.9,290,Moderate
22.5,63.3,21.6,31.6,36.3,21.9,1,1.2,299,Moderate
22.7,50.7,34.7,51.5,26.4,7.9,1.06,0.7,310,Good
27.5,61.6,45.5,55.5,22.1,12.4,1.36,0.8,296,Moderate
35.5,56.5,14.8,22,18.6,3.8,0.98,1,289,Moderate
25.2,48.4,16.7,27.7,10.2,0,0.36,16.6,301,Good
26.4,55.8,45.6,51.3,5.7,17.6,0.84,1.3,295,Hazardous
20.8,80.4,24.9,36.5,24.4,24.2,0.96,5.5,304,Good
27,87.2,49.1,60.5,24.6,22.1,1.07,1.3,277,Good
29.4,37.5,94.1,103.3,13.8,16.7,0.69,9.4,320,Good
26.4,41.6,42.6,49.7,36.5,14.4,1.34,1.1,300,Good
21.6,58.3,3.3,15,7.6,12.2,0.55,2.1,300,Moderate
19,48.8,26.9,45.7,34,17.2,1.13,1.3,301,Good
29.9,75.1,41.3,54.7,20,19.8,0.78,2.8,301,Good
26.3,58.4,26.9,28.1,26.5,10.3,1.19,3.6,313,Poor
28.9,71.8,33,36.4,30.9,27.3,0.46,3.5,305,Poor
21.3,60.3,12.5,26.9,22,20.6,1.46,8.3,302,Moderate
22.5,68,44.5,49.4,25.4,9.2,0.84,3.3,340,Hazardous
22.4,99.2,12.7,30.4,0.1,15.1,0.9,7.9,268,Moderate
33.1,40.3,9.8,14.3,16.1,0.5,1.12,2.4,312,Poor
22.6,38.6,105.9,118.4,22.6,19.4,1.06,6.9,307,Poor
24.4,69.5,44.8,49.6,25.1,15.7,0.66,7.9,302,Good
42.9,64.6,39,45,3,22.3,0.91,16.7,304,Good
27.7,54.7,1.5,7.3,22.1,24,0.91,2.2,277,Poor
26.6,56.5,0.1,8.1,17.6,25.3,1.15,16.4,287,Good
23.6,45.6,18.4,33.4,20.9,6.2,0.38,12.2,306,Moderate
30.1,49.5,28.5,42.3,35.9,21.7,0.79,2.2,287,Hazardous
23.1,51,16.7,22,15.1,19.7,0.85,3.5,314,Good
33.2,62.3,19.6,33,12.6,13.5,0.44,9.2,273,Good
24.8,58.7,48.9,58,48,10.2,0.84,6.3,268,Hazardous
29.3,50.3,13.7,14.5,32.5,24.4,1,6.1,303,Hazardous
28.2,64.2,35.2,40.6,18.6,20.6,0.84,2.1,304,Poor
29.7,49,2,10.7,35.7,10.9,1.09,11.1,293,Poor
26.3,42.3,2.2,12.2,3.1,17.9,0.47,7.9,316,Moderate
22.7,62.1,5.3,21.9,23.3,0,1.11,7.8,311,Moderate
33,76.4,16.6,24.5,1.7,16.1,0.86,3,297,Good
26.8,16.4,13.2,20.7,5.4,15.3,0.81,2.8,283,Moderate
22.1,54.5,68.2,76.2,28.8,2,1.36,11.6,262,Poor
26.1,43.9,17.8,23,21.3,22,0.89,1.2,317,Good
16.4,81.9,31.9,50.7,21.9,6,0.73,1.3,276,Good
15.8,70.9,10.2,20.4,16.5,17.9,0.7,2.1,314,Poor
23.9,49.1,0.5,10.5,25.2,17.8,1,4.7,271,Poor
25.9,54.2,47.6,57.4,22.3,14.4,1.32,13.2,291,Good
20.1,51.9,45.8,53.9,20.9,13.1,0.55,7.9,309,Poor
28.2,31.5,32.9,41.9,23.8,1.7,1.07,13,327,Good
33,55.2,12.6,16.7,14,23.9,0.88,1.4,313,Good
24.5,33.4,33.5,54.6,13.5,16.4,0.79,1.7,295,Hazardous
25.1,66,25.1,31.7,13,8.1,0.77,10.4,310,Poor
28.5,36.3,98.5,114.4,19.3,11.1,0.78,1.9,290,Poor
32.1,65.5,57.2,71.1,10.9,2.4,0.96,8.6,302,Moderate
35,23.5,7.8,17.8,30.6,22,0.98,2.7,299,Good
26.6,55.9,10.5,14.7,25.7,11,0.36,7.8,273,Good
23.6,49,10,32.1,35.8,10.9,0.25,1.8,324,Good
17.5,56.8,13.9,34.7,20.6,13.4,0.73,3.8,303,Moderate
19.6,46.5,70.3,88.3,41.1,11.8,1.37,6.5,271,Moderate
16.2,31.9,26.8,39.2,37.3,16.1,1.26,2.9,309,Moderate
23.5,49.4,6.8,20.3,21.4,28.8,1.38,5,280,Good
21.4,65.1,3.5,15.7,29.3,15.1,0.88,6.4,302,Good
29.4,69.4,56.7,65.6,12.9,12.3,0.9,5.3,302,Good
21.2,63,59.1,64.2,17.8,19,0.92,15.2,303,Moderate
26.8,84.9,3.5,21.8,14.3,13.8,0.69,6.6,324,Good
26.3,58.1,24.4,24.9,8,10.5,0.74,1.7,334,Hazardous
26,100,16.9,29.6,20.7,19,0.97,7.7,301,Poor
25.2,58.3,11.6,23,1.5,14.7,0.75,4.7,313,Moderate
31.7,79.9,8.7,13.5,14.1,28.8,0.94,1.9,331,Poor
24.4,54.7,27.5,34.4,18.4,2,0.41,7,307,Poor
39,34.2,26.9,39,12.9,9.4,1.04,0.1,295,Moderate
37.7,66.9,5.8,21.2,21.8,23.9,0.57,5.7,326,Moderate
18.3,71.5,10.3,27.4,20.9,7.9,0.76,19.1,278,Poor
16.2,41.4,2.9,11.9,30.2,16.6,0.62,1,285,Poor
25.1,55,27.7,41.7,15.1,1.2,1.08,2.6,266,Hazardous
21.3,56.8,20.1,30.7,36.4,29,0.85,2.1,314,Hazardous
31.2,66.1,35.8,38.5,37.2,8.2,1.09,6.9,289,Poor
20.6,72.4,12.9,21.4,43.9,1.3,1.18,3.4,306,Hazardous
20.8,60.4,18.4,37.6,27.3,22,0.75,2.6,285,Good
38.8,61.8,35.8,42.1,23.3,1.4,1.37,0.7,309,Poor
34.8,53.7,34.8,51.4,48.1,26.8,1.12,0.3,305,Hazardous
22.8,35.5,39.2,50.8,37.3,6.9,1.18,2.9,282,Moderate
28,52.9,2,7.7,17.2,16.7,1.74,3,303,Poor
24.2,54,22.1,33.5,2.1,16.2,1.12,0.4,289,Poor
22,64.4,23.7,27.3,21.2,14.1,0.52,15.8,329,Poor
26.4,57.2,6.9,11.2,32.1,20.2,0.65,2.8,312,Hazardous
24,87.9,11.4,14.9,28.8,17,0.6,1.4,305,Hazardous
33.8,92.2,44.3,68.7,35.2,19,0.98,0.6,279,Good
19.8,57.2,73.2,82.2,20.2,22,0.37,4.6,312,Moderate
26.7,86.4,63.3,71.9,18.1,15.8,1,1.6,289,Good
25.4,98.4,46.6,55.7,31.1,1.7,0.58,4.9,297,Poor
27.1,69.5,13.9,15.3,1.8,24.6,1.18,0.5,290,Moderate
29,74.8,3,4,17.5,11.5,0.79,13,278,Good
24.5,72.6,77.1,90,-5.4,29.2,0.35,5.3,324,Poor
30.5,72.8,15.1,27.7,5.9,6.4,1.58,1.4,310,Poor
28.2,54.7,66.6,78.2,14.9,28.3,1.19,7.1,302,Good
28.7,49.9,5.6,27.4,15.9,8.3,1.01,7.4,300,Good
24,57.6,20.3,30.5,37.4,26,1.23,0.6,307,Good
30.4,65.9,4.3,21.6,19.4,26.6,0.45,1.1,339,Good
24,74.3,26.6,29.9,17.4,15.9,1.43,0.1,303,Moderate
31.4,54.8,32,38.3,13.6,6.1,0.92,11.1,293,Poor
12.9,51.1,5,17.4,31,15,0.55,1.9,300,Hazardous
28,23.2,31.5,45.3,21,11.7,1.1,5.1,290,Moderate
12.5,53.2,17.5,32.1,22.2,21.6,0.63,2,304,Good
35.7,78.8,30.2,45,21,9.5,1.28,3,300,Moderate
16.1,68.1,21.7,33,20,11.1,0.81,7.1,315,Good
8.5,60.8,7.6,15.8,14.5,16,0.72,3.8,278,Moderate
25.7,71,0.4,6.9,24.6,22.6,1.44,6.2,290,Poor
29,75,65.2,83,9.6,13.9,0.65,5.3,286,Good
31.2,44.2,67.3,74.4,21.8,18.3,0.6,6.3,274,Moderate
22.2,42.7,10.5,23.1,18.8,21.6,0.4,4.3,297,Good
16,49.1,9.5,20.8,17.8,7.8,0.64,9.3,294,Good
16.9,65.8,48,60.4,21.9,20.4,0.51,0.8,292,Moderate
29.3,56.9,4.9,17.3,18.3,6.3,0.73,1.7,306,Good
21.6,81,68.5,78.4,28.3,0.5,0.71,2.4,311,Poor
12.9,80.5,19.2,26.5,15.1,12.5,1.21,4.5,279,Poor
23.8,57.8,43.8,52.8,10.1,10,0.71,13.4,309,Moderate
33,84.3,47.2,60.5,24,11.8,1.09,1.5,306,Poor
26,66.2,34.9,46.7,23.9,5.2,1.33,7.2,320,Poor
25,60.4,0.1,10.3,31.3,15,0.39,4.5,306,Good
17.4,69.8,13.2,17.4,38.3,14.9,0.92,2.8,292,Poor
27.4,55.3,31.8,42,20.8,16.4,1.53,2.4,300,Poor
18.4,50.2,11.3,27.2,23.6,16.5,0.93,0.2,292,Poor
32.9,62,48.6,54.6,17.1,32.2,0.73,2.1,288,Poor
32.1,76.6,17.5,39,67.6,20.5,1.05,7.4,329,Poor
32.3,75.2,1.1,14,40.7,19.6,1.08,10.6,305,Good
27,73.7,25.9,33.8,29.5,10.8,1.03,5.1,299,Poor
25.9,51.2,3.3,10.6,9.8,19.9,0.87,5.9,303,Poor
23.5,73.3,120.3,131.2,19.5,5.6,1.06,3.9,321,Moderate
5.3,65.2,6.5,13.1,14.3,8.3,0.62,1.8,309,Poor
26.6,69.6,56.5,64.1,41.3,6.8,1.1,2.6,332,Moderate
36,52.3,106,116.4,21.7,5.9,0.86,0.4,336,Good
29.1,62.8,83.5,95.7,18.8,12.5,0.13,15.9,301,Good
19,67.9,30.6,36.4,23.2,9.8,1.23,4.3,294,Poor
22.8,81.1,44.9,58.9,27,10.8,0.95,6.9,270,Good
14.8,83,21,33.9,9.2,2.2,1.63,5.1,309,Good
19.4,48.2,37.5,47.7,2.7,0.4,0.34,7.8,307,Good
26.7,81.5,27.2,35.5,4.2,30.8,0.65,2.5,262,Moderate
29.3,31.4,35.2,40.5,29.3,3.1,1.24,3.2,310,Good
32.7,75.2,39.5,54.2,34.3,0,1.38,0.4,282,Moderate
32.2,51.5,22.1,31.7,28.7,25.8,1.22,27.5,309,Good
24.6,78.7,16.1,40.8,26.5,8.2,1.54,2.5,291,Moderate
32.3,49.3,39.8,49.4,26.9,11.8,0.86,2.7,317,Good
24.3,27,9.3,20.7,-1.2,23.2,0.84,5.7,282,Good
24.7,80.7,55.3,61.6,37.8,24.8,1.39,1.6,293,Good
35.6,92.9,0.9,17.3,23.8,21.7,0.98,3.1,292,Moderate
29.8,66.2,2.6,14.3,17.2,9.4,0.58,2.9,324,Poor
32.3,52.2,13.6,17.4,19.5,12.7,1.23,3.3,271,Moderate
38.8,47.5,62,74.1,14.6,15.9,0.54,4.9,290,Good
27.2,66.3,11.3,20.9,10.3,13.3,0.58,7.6,311,Good
25.6,35.9,39.1,50.9,38.7,2.5,0.81,5.2,314,Moderate
23.5,71.5,17.8,33.9,20,29.1,0.49,12.8,319,Moderate
27.1,52.3,4.9,17.7,19,19.4,0.54,0.3,308,Poor
27.6,60.2,40.3,42,15.7,24.2,0.63,5.5,305,Good
25.4,62.6,16.1,22.4,18.3,6.1,0.53,9.2,284,Poor
29.5,84.9,23.4,34,33.5,21.8,0.86,2.5,315,Good
23.2,35.7,24.6,41.2,5.8,27.4,0.68,5.2,294,Good
27.5,47.6,45.1,48.3,21.6,0,0.77,10,322,Hazardous
25,62.6,1.3,13.6,21.9,6.8,0.34,8.2,284,Moderate
45.4,66.7,34.1,38.2,10.6,31.3,1.12,0.5,315,Good
18.9,47.1,73.1,77,30.2,19.3,1.28,2,308,Good
26.1,74.2,12.3,23.3,17.3,12.5,0.45,1.9,331,Good
30.5,65.9,65.1,79.8,16.5,11.3,0.71,24,297,Good
15.5,75.6,23.2,37.5,24,25.8,0.62,0.6,338,Hazardous
25.5,67.6,6.2,22.8,25.5,11.7,0.4,7,299,Poor
27.7,73.2,41.9,47,31.1,11.3,1.01,9.4,297,Good
32.5,30.5,29.6,42.9,22.1,18.9,0.83,2.3,289,Poor
21.2,51.1,15.2,19.8,20.3,13.9,1.82,21.8,304,Good
26.2,77.2,71,83.7,25.7,10,1.39,14,279,Good
22.4,48.4,25.6,32.3,43.1,0,0.77,2.5,310,Poor
20,61.7,19.3,32.3,15.1,13.8,0.83,13,298,Poor
23.4,77.9,3.6,11.3,13.1,3.1,0.66,3.5,284,Good
24.9,80.8,91.1,104.7,32.3,33,0.92,7.8,284,Poor
18.5,87.5,0.2,6,15.9,5.3,1.04,5.1,287,Poor
29.3,30,81.8,91.6,12.3,16.6,0.63,5.8,321,Good
21.4,42.7,2.8,13.5,26,0,1.11,4.4,315,Good
19.5,73.3,2.5,14.5,28.5,6.5,0.81,0.2,297,Poor
26,55.8,40.8,44.6,24.7,23.7,1.46,1.4,282,Good
26,65.8,82.2,90.6,46.8,0,0.87,4,306,Moderate
21.6,60.7,23.5,25,25.6,17,1.02,11.4,274,Moderate
25.4,75.7,22.7,29.3,37.2,13,1.03,13.2,319,Moderate
25.9,61.6,14.2,17.7,19.3,15.1,0.6,0.8,298,Poor
13.5,65.6,21.5,29.9,27.5,17.6,0.87,3.9,282,Moderate
26.5,60.7,42.9,48.5,19,18.7,0.97,4.3,305,Moderate
23.2,52.5,126.6,144.3,13.4,16.6,0.88,1.6,282,Good
38.3,43.8,1.5,6.6,21.5,14,0.86,1,281,Poor
29.6,52.7,82,89,25.3,22.7,0.8,10.5,304,Poor
31.4,78.6,88.1,96,14.9,13.1,0.27,3.7,299,Good
22.5,74.4,56.5,67.4,31.1,0,0.79,8.3,317,Good
34.6,49.6,55.2,55.7,29,21.1,1.04,0.4,283,Good
28,69.1,9.5,16.9,27.8,17.4,0.73,2.9,290,Good
19.4,64.2,4.2,17.2,23.9,22.6,0.81,2.5,301,Good
36,60.3,0.8,10,52,0.5,0.28,5.2,283,Good
21.3,48.3,21,26.7,27.7,12.5,0.57,5,277,Poor
21.4,51.6,63.4,72.4,1.4,31.1,0.52,2.1,327,Moderate
26.6,53.9,30.8,37,28.1,12.6,1.79,9.1,296,Moderate
31.8,57.3,15.5,25,19.8,23.6,0.88,0.8,308,Good
22.5,60.9,17.2,22.2,-0.2,2.7,1.12,0.1,297,Poor
31,53.4,4.4,11.8,13.7,17.6,0.56,0.5,309,Poor
19.4,62.5,1,11.7,39.6,16.2,0.99,2.7,272,Good
30.1,42.6,34.4,41.8,14.6,17.1,0.13,1.2,308,Moderate
30.4,69.6,67.9,73.9,18.3,10.2,0.46,12.9,306,Good
26.4,47.3,32.6,43,22.6,25.6,0.81,2.1,283,Good
32.2,45.3,56.6,72,18.1,3.6,1.27,1,274,Moderate
31.3,59.8,10.3,19.9,13.4,28.8,0.57,4.8,283,Poor
14,54.4,67.9,75.8,21.8,9.8,0.85,3.8,283,Moderate
20,60.1,31.5,44.8,16.8,17.6,0.84,6.6,297,Good
18,80.4,27.5,43.7,19.7,21,1.29,6.1,305,Moderate
28.8,45,1.7,8.4,14.8,17.3,1.26,7.8,293,Moderate
22.1,63.3,25.4,38.2,25.6,16.6,0.66,0.5,328,Moderate
22.8,77.2,7.7,21.1,42.3,15.3,0.68,5.8,311,Good
22.4,58.2,18.5,37,28.6,16.5,0.84,1.5,344,Poor
42.9,65.8,1.6,3.5,11.2,8.6,0.92,3.2,311,Moderate
28,62.5,8.3,22,4.5,9.9,0.5,3.2,256,Good
31.8,81.4,8.8,2.9,18.1,19.2,1.02,0.3,319,Good
27.3,52,45.5,51.4,20.9,8.4,1.06,9.6,275,Good
24.9,71.5,80.1,93.8,-7.6,12.4,0.98,6.8,296,Good
29.3,59.9,1,8.6,43.6,19.3,1.25,4,308,Good
26.9,76.4,28.5,28.9,17.9,13.7,0.87,2.6,320,Good
20.8,65.3,25.5,38.8,19.4,14.4,0.91,3.4,277,Moderate
21.9,70.9,12.4,22.7,-0.1,19,1.6,9.8,304,Good
21.5,100,17.5,27.7,35.5,19.5,1.03,12.1,308,Good
24.9,56.4,31.6,38.1,22.1,9,0.84,34.4,289,Good
19.1,55.2,9.2,12.8,16.3,9,1.18,10.2,311,Moderate
26.2,66.5,95.6,102.1,15.7,2.8,0.85,1.7,338,Poor
25.6,42.2,31.7,44.1,30.3,16.1,0.8,1.9,322,Poor
23.3,81.8,43.5,51.8,12.6,9.1,0.95,13.8,297,Good
20,80.6,14.4,26.3,25,11.6,1,13.3,288,Good
16.6,66.9,37.8,45.1,41.5,14.4,-0.02,6,290,Good
30.7,62.5,21.4,18.4,29.3,7.9,0.88,15.1,305,Good
23.6,58,8,24.3,21.6,2.8,1.81,3.9,309,Good
25.5,85.4,9.4,19.5,11.3,14.2,1.34,7.3,314,Moderate
33.1,60.2,42,43.8,30.6,16.5,0.31,4.4,314,Good
37,36.6,5.5,9.1,15.6,5.7,0.63,0.2,329,Good
27.1,45.2,13.3,29.1,26.7,0,1.29,2.9,298,Poor
21.2,88,66.1,73.8,12.2,19.7,1.13,7.9,291,Good
20,77.1,9.7,19.2,-0.9,18,0.99,3.8,315,Good
24.3,56.9,13.9,23,4.3,10.4,0.68,4.4,329,Hazardous
34.7,60.6,14.6,33.7,9.4,5.1,0.84,4.5,332,Moderate
24.9,73.4,2.5,4.2,22.7,20.1,0.81,4.6,306,Moderate
11.2,54.5,21.3,32.2,36.4,0,0.33,8.9,308,Good
21,63.1,9.1,19.5,27.4,10.6,0.97,2.1,283,Moderate
18.7,78.5,26.2,29.5,10.2,0,1.21,7.8,289,Moderate
26.6,45.2,0.6,13.3,14.1,11.2,0.69,11.7,333,Moderate
21.5,47.8,91.2,104.1,14.5,14.7,1.26,6,276,Moderate
20,49.2,21.6,23.3,37.4,20.6,0.13,9.7,286,Moderate
25,43.8,12.3,19.9,18.7,12.6,0.96,10.5,316,Good
33.3,80.6,22.7,26.5,34.8,20.2,1.2,4.1,312,Hazardous
24.5,44.6,27.9,44.6,31.3,20.9,0.82,1.6,253,Good
23.6,73.7,20.6,34.6,10.2,13.8,0.91,3.5,298,Poor
27.7,37.9,63.7,76.2,18.6,6,0.75,3.2,316,Good
23.5,79.7,2.6,24,14.7,10.9,0.63,2.1,287,Good
20.8,44.8,15.9,34.5,25.2,6.3,1.04,5,310,Moderate
21.2,87,20.2,34.7,28.7,0.2,0.56,3.3,303,Hazardous
23.9,68.9,0.4,9.4,30.9,15.5,1.09,2,327,Moderate
21.6,66.3,42.3,43,29.2,22.4,1.63,0.7,298,Hazardous
31,73.1,35.4,55.6,31.5,23.6,1.14,1.3,296,Poor
26.1,49.8,14.8,22.8,16.1,14.1,0.75,1.9,279,Good
29,47.6,12.5,22.6,27.2,12.9,0.86,1,311,Poor
29,74.6,23.4,32.1,10.4,18.6,0.98,1.2,291,Poor
25.2,71.4,60.9,73.2,13.3,20.8,1.14,2.1,327,Moderate
17.4,54.9,86.9,90.2,3.2,18.7,0.67,1,280,Good
31.2,49.1,106.5,114.2,18.1,9.1,0.92,6.8,292,Good
36.6,81.9,85.8,86.3,9.7,21.9,0.5,1.8,325,Good
24.3,75.2,3.8,15.9,31,11.1,1.58,0.4,309,Good
30.1,69.1,15.6,29,26.2,19.5,0.38,2.8,267,Good
22.1,50.4,54,66.1,6.6,23.7,0.76,4.4,325,Poor
18.6,76.3,18.6,34.2,16.6,10.9,1.17,3.4,325,Poor
25.3,38.3,1.2,6.9,21.8,22,0.36,0.4,330,Moderate
17.7,52,3.8,14.5,9.8,14.2,0.84,11.4,317,Good
24.2,58,11.1,16.4,31.1,22,0.48,3.5,307,Hazardous
21.1,72.6,44.2,53.2,21.6,8.6,1.21,6.7,288,Poor
18.6,51.2,17.8,22.5,22,16.8,1.24,2.9,333,Good
22.7,89.5,46.2,52.7,10.1,2.7,1.08,16.4,283,Hazardous
25.3,36.7,158.4,162.7,8.8,21.8,1.41,10.7,297,Good
19.1,55.7,15.8,23.6,20.4,13.2,0.92,5.1,320,Good
39.6,40.7,29.4,39.7,18.2,9,1.62,2.1,285,Good
20.1,69.1,5.9,20.2,20.6,24,0.93,2.7,288,Poor
16.3,57,43.1,50.2,37.2,18.3,1.17,1.7,298,Hazardous
22.7,77.7,0.3,17.9,24.5,14.8,1.43,6,355,Good
26.1,33.7,15.6,18.4,30.5,10,1.09,10.5,296,Hazardous
27.4,48.1,16.4,34.2,13.1,15.4,1.22,2.2,303,Hazardous
24.6,68.2,4.7,21.7,26,11.9,1.06,0,336,Moderate
30.6,10,49.3,52,16.8,24.4,1.44,1.4,316,Moderate
23.7,68.2,54.9,60.7,27.3,1.9,1.33,16.6,328,Poor
17.4,53.7,13.9,24.9,14.9,13.5,0.78,5.8,297,Poor
33.9,64.5,53.1,69.9,14.1,8,0.86,0.5,307,Hazardous
29.4,82.5,1.6,13.4,15.2,17.4,1.12,14.6,291,Good
34.1,54.9,31.6,37.3,29.3,25.9,1.07,3.3,306,Moderate
24.5,82.9,6.8,21.1,38,22.4,0.59,4.3,306,Poor
21.7,73.6,85.6,100.5,15.2,16.9,0.89,7.7,293,Hazardous
25.8,46.8,76.7,92.6,7,14,1.16,4.3,289,Poor
10.6,64.1,39.8,54.8,28,6.3,0.82,7.9,319,Poor
22.3,64.1,10.6,12.1,18.9,9.7,0.88,3,305,Good
33.3,44.2,22.7,39.6,21.9,28.6,0.68,14.4,300,Good
30.7,38.7,22.6,34.9,39.4,10.1,0.98,3,297,Poor
20.3,37,69.3,71.5,14.3,0,1,4.3,267,Good
30.9,57.5,37.7,41.7,40.2,15.4,0.61,7.6,271,Moderate
12.1,48.6,37.3,49.6,19.7,23.3,1,5.1,258,Moderate
19.2,50.3,18.5,29.2,28.7,10.2,0.9,1.5,322,Good
26.4,63.7,1.7,11.8,21.7,11.1,0.85,1.3,278,Poor
23.5,47.6,7.3,-1.4,2.6,15.3,0.93,0.2,273,Moderate
28.3,42.3,8.1,16.9,23.9,17.6,0.93,15.6,276,Moderate
21.1,60.9,178.8,183.8,9.3,0,0.72,3,313,Poor
24.1,76.9,5.8,18.2,25.6,16.1,0.82,2.7,320,Good
20.3,76.6,18.7,23,26.1,27.3,0.82,3.3,279,Poor
8.3,58.3,26.5,41.2,6.6,5.7,0.55,0.7,303,Moderate
31.4,69,9.5,15.6,24.8,12.8,0.24,1.9,322,Good
24.5,45.6,93.6,108.2,23.8,4.5,1.06,2.2,282,Poor
15.5,47.7,14.9,15.1,28,4.6,1.45,2.2,287,Good
25.8,88.5,56.3,62.3,16.7,18.5,1.17,0.7,282,Moderate
26.1,69.1,26.8,36.1,30.7,18.5,0.89,3.2,300,Good
33.8,66.2,69.2,81.8,23.2,17.5,0.29,4.7,335,Good
22.7,62.9,97.4,110.8,19.4,13.2,0.82,1.8,291,Good
37.5,29.1,27.1,41.9,36.2,24.5,0.29,4.3,295,Hazardous
29.1,69.8,24.5,35.5,9.9,29.4,0.95,3.5,310,Hazardous
10.2,59.3,7,12.3,23.1,11.1,1.11,28.4,324,Good
33.8,56.1,6,21.6,22.7,12.3,1,2.4,269,Hazardous
30.6,32.1,7.3,22.3,32.2,11.5,1.06,1,320,Good
30.3,71.4,16.8,29.3,31.9,24.8,1.18,0.9,291,Hazardous
25.6,36.2,1.7,5.1,8.9,19.5,0.74,3.3,317,Poor
34.7,41.9,45.2,54.2,24.7,10.2,1,3.9,303,Good
21.4,72.7,1.5,14.9,15.4,10,1.27,5.7,276,Moderate
29.4,71.2,31.2,33.9,27.2,24.2,1.17,1.9,333,Good
22.1,57.5,31.3,39.7,28.9,23.6,1.52,4.5,309,Good
20.8,63.2,12,16.3,20,3,1.06,0.5,279,Poor
30.1,77.7,49.4,52.1,12.8,14.9,0.91,17.7,298,Moderate
24.8,49.7,32.5,42,19.1,25.1,1.3,2.8,287,Poor
19.8,56.7,15.7,26.4,26.4,12.8,1.35,0.6,294,Good
31.6,67.5,120.5,119.9,25.7,19.3,0.85,0.7,283,Good
30,49.4,82.3,95.9,37.3,0,1.74,3.7,299,Poor
20.5,49.8,61.6,64.6,12,14.1,0.56,3.1,307,Moderate
20,62.1,5,21.2,7,17.8,0.93,3.4,314,Good
22.9,42.4,33.1,49.1,18.1,18.7,0.6,1.6,335,Poor
22.7,57.1,27,37.1,27.6,7.2,0.87,2.9,307,Poor
22.7,54.6,48.5,47.3,25.7,17.6,0.44,5.4,298,Moderate
31.8,53,58.7,73.5,21.1,14.5,0.9,6.3,277,Moderate
21.6,57.7,2.5,12.8,11.6,14.7,1.29,10.7,294,Good
24.2,58.5,36.6,40.9,18.4,17,1.22,2,290,Good
30.9,35.2,45.2,49.3,6.2,0,0.57,5.3,264,Good
36.9,35.7,29.3,44.2,11.9,27.1,1.02,5.5,278,Moderate
